job n,threads,profondeur,random,seed,time
3 , 44 ,32, true , 3 ,
3 , 44 ,64, true , 3 ,
3 , 45 ,2, true , 3 ,
3 , 45 ,4, true , 3 ,
3 , 45 ,8, true , 3 ,
3 , 45 ,16, true , 3 ,
3 , 45 ,32, true , 3 ,
3 , 45 ,64, true , 3 ,
3 , 46 ,2, true , 3 ,
3 , 46 ,4, true , 3 ,
3 , 46 ,8, true , 3 ,
3 , 46 ,16, true , 3 ,
3 , 46 ,32, true , 3 ,
3 , 46 ,64, true , 3 ,
3 , 47 ,2, true , 3 ,
3 , 47 ,4, true , 3 ,
3 , 47 ,8, true , 3 ,
3 , 47 ,16, true , 3 ,
3 , 47 ,32, true , 3 ,
3 , 47 ,64, true , 3 ,
3 , 48 ,2, true , 3 ,
3 , 48 ,4, true , 3 ,
3 , 48 ,8, true , 3 ,
3 , 48 ,16, true , 3 ,
3 , 48 ,32, true , 3 ,
3 , 48 ,64, true , 3 ,
3 , 49 ,2, true , 3 ,
3 , 49 ,4, true , 3 ,
3 , 49 ,8, true , 3 ,
3 , 49 ,16, true , 3 ,
3 , 49 ,32, true , 3 ,
3 , 49 ,64, true , 3 ,
3 , 50 ,2, true , 3 ,
3 , 50 ,4, true , 3 ,
3 , 50 ,8, true , 3 ,
3 , 50 ,16, true , 3 ,
3 , 50 ,32, true , 3 ,
3 , 50 ,64, true , 3 ,
3 , 51 ,2, true , 3 ,
3 , 51 ,4, true , 3 ,
3 , 51 ,8, true , 3 ,
3 , 51 ,16, true , 3 ,
3 , 51 ,32, true , 3 ,
3 , 51 ,64, true , 3 ,
3 , 52 ,2, true , 3 ,
3 , 52 ,4, true , 3 ,
3 , 52 ,8, true , 3 ,
3 , 52 ,16, true , 3 ,
3 , 52 ,32, true , 3 ,
3 , 52 ,64, true , 3 ,
3 , 53 ,2, true , 3 ,
3 , 53 ,4, true , 3 ,
3 , 53 ,8, true , 3 ,
3 , 53 ,16, true , 3 ,
3 , 53 ,32, true , 3 ,
3 , 53 ,64, true , 3 ,
3 , 54 ,2, true , 3 ,
3 , 54 ,4, true , 3 ,
3 , 54 ,8, true , 3 ,
3 , 54 ,16, true , 3 ,
3 , 54 ,32, true , 3 ,
3 , 54 ,64, true , 3 ,
3 , 55 ,2, true , 3 ,
3 , 55 ,4, true , 3 ,
3 , 55 ,8, true , 3 ,
3 , 55 ,16, true , 3 ,
3 , 55 ,32, true , 3 ,
3 , 55 ,64, true , 3 ,
3 , 56 ,2, true , 3 ,
3 , 56 ,4, true , 3 ,
3 , 56 ,8, true , 3 ,
3 , 56 ,16, true , 3 ,
3 , 56 ,32, true , 3 ,
3 , 56 ,64, true , 3 ,
3 , 57 ,2, true , 3 ,
3 , 57 ,4, true , 3 ,
3 , 57 ,8, true , 3 ,
3 , 57 ,16, true , 3 ,
3 , 57 ,32, true , 3 ,
3 , 57 ,64, true , 3 ,
3 , 58 ,2, true , 3 ,
3 , 58 ,4, true , 3 ,
3 , 58 ,8, true , 3 ,
3 , 58 ,16, true , 3 ,
3 , 58 ,32, true , 3 ,
3 , 58 ,64, true , 3 ,
3 , 59 ,2, true , 3 ,
3 , 59 ,4, true , 3 ,
3 , 59 ,8, true , 3 ,
3 , 59 ,16, true , 3 ,
3 , 59 ,32, true , 3 ,
3 , 59 ,64, true , 3 ,
3 , 60 ,2, true , 3 ,
3 , 60 ,4, true , 3 ,
3 , 60 ,8, true , 3 ,
3 , 60 ,16, true , 3 ,
3 , 60 ,32, true , 3 ,
3 , 60 ,64, true , 3 ,
3 , 61 ,2, true , 3 ,
3 , 61 ,4, true , 3 ,
3 , 61 ,8, true , 3 ,
3 , 61 ,16, true , 3 ,
3 , 61 ,32, true , 3 ,
3 , 61 ,64, true , 3 ,
3 , 62 ,2, true , 3 ,
3 , 62 ,4, true , 3 ,
3 , 62 ,8, true , 3 ,
3 , 62 ,16, true , 3 ,
3 , 62 ,32, true , 3 ,
3 , 62 ,64, true , 3 ,
3 , 63 ,2, true , 3 ,
3 , 63 ,4, true , 3 ,
3 , 63 ,8, true , 3 ,
3 , 63 ,16, true , 3 ,
3 , 63 ,32, true , 3 ,
3 , 63 ,64, true , 3 ,
3 , 64 ,2, true , 3 ,
3 , 64 ,4, true , 3 ,
3 , 64 ,8, true , 3 ,
3 , 64 ,16, true , 3 ,
3 , 64 ,32, true , 3 ,
3 , 64 ,64, true , 3 ,
3 , 1 ,2, true , 3 ,
3 , 1 ,4, true , 3 ,
3 , 1 ,8, true , 3 ,
3 , 1 ,16, true , 3 ,
3 , 1 ,32, true , 3 ,
3 , 1 ,64, true , 3 ,
3 , 2 ,2, true , 3 ,
3 , 2 ,4, true , 3 ,
3 , 2 ,8, true , 3 ,
3 , 2 ,16, true , 3 ,
3 , 2 ,32, true , 3 ,
3 , 2 ,64, true , 3 ,
3 , 3 ,2, true , 3 ,
3 , 3 ,4, true , 3 ,
3 , 3 ,8, true , 3 ,
3 , 3 ,16, true , 3 ,
3 , 3 ,32, true , 3 ,
3 , 3 ,64, true , 3 ,
3 , 4 ,2, true , 3 ,
3 , 4 ,4, true , 3 ,
3 , 4 ,8, true , 3 ,
3 , 4 ,16, true , 3 ,
3 , 4 ,32, true , 3 ,
3 , 4 ,64, true , 3 ,
3 , 5 ,2, true , 3 ,
3 , 5 ,4, true , 3 ,
3 , 5 ,8, true , 3 ,
3 , 5 ,16, true , 3 ,
3 , 5 ,32, true , 3 ,
3 , 5 ,64, true , 3 ,
3 , 6 ,2, true , 3 ,
3 , 6 ,4, true , 3 ,
3 , 6 ,8, true , 3 ,
3 , 6 ,16, true , 3 ,
3 , 6 ,32, true , 3 ,
3 , 6 ,64, true , 3 ,
3 , 7 ,2, true , 3 ,
3 , 7 ,4, true , 3 ,
3 , 7 ,8, true , 3 ,
3 , 7 ,16, true , 3 ,
3 , 7 ,32, true , 3 ,
3 , 7 ,64, true , 3 ,
3 , 8 ,2, true , 3 ,
3 , 8 ,4, true , 3 ,
3 , 8 ,8, true , 3 ,
3 , 8 ,16, true , 3 ,
3 , 8 ,32, true , 3 ,
3 , 8 ,64, true , 3 ,
3 , 9 ,2, true , 3 ,
3 , 9 ,4, true , 3 ,
3 , 9 ,8, true , 3 ,
3 , 9 ,16, true , 3 ,
3 , 9 ,32, true , 3 ,
3 , 9 ,64, true , 3 ,
3 , 10 ,2, true , 3 ,
3 , 10 ,4, true , 3 ,
3 , 10 ,8, true , 3 ,
3 , 10 ,16, true , 3 ,
3 , 10 ,32, true , 3 ,
3 , 10 ,64, true , 3 ,
3 , 11 ,2, true , 3 ,
3 , 11 ,4, true , 3 ,
3 , 11 ,8, true , 3 ,
3 , 11 ,16, true , 3 ,
3 , 11 ,32, true , 3 ,
3 , 11 ,64, true , 3 ,
3 , 12 ,2, true , 3 ,
3 , 12 ,4, true , 3 ,
3 , 12 ,8, true , 3 ,
3 , 12 ,16, true , 3 ,
3 , 12 ,32, true , 3 ,
3 , 12 ,64, true , 3 ,
3 , 13 ,2, true , 3 ,
3 , 13 ,4, true , 3 ,
3 , 13 ,8, true , 3 ,
3 , 13 ,16, true , 3 ,
3 , 13 ,32, true , 3 ,
3 , 13 ,64, true , 3 ,
3 , 14 ,2, true , 3 ,
3 , 14 ,4, true , 3 ,
3 , 14 ,8, true , 3 ,
3 , 14 ,16, true , 3 ,
3 , 14 ,32, true , 3 ,
3 , 14 ,64, true , 3 ,
3 , 15 ,2, true , 3 ,
3 , 15 ,4, true , 3 ,
3 , 15 ,8, true , 3 ,
3 , 15 ,16, true , 3 ,
3 , 15 ,32, true , 3 ,
3 , 15 ,64, true , 3 ,
3 , 16 ,2, true , 3 ,
3 , 16 ,4, true , 3 ,
3 , 16 ,8, true , 3 ,
3 , 16 ,16, true , 3 ,
3 , 16 ,32, true , 3 ,
3 , 16 ,64, true , 3 ,
3 , 17 ,2, true , 3 ,
3 , 17 ,4, true , 3 ,
3 , 17 ,8, true , 3 ,
3 , 17 ,16, true , 3 ,
3 , 17 ,32, true , 3 ,
3 , 17 ,64, true , 3 ,
3 , 18 ,2, true , 3 ,
3 , 18 ,4, true , 3 ,
3 , 18 ,8, true , 3 ,
3 , 18 ,16, true , 3 ,
3 , 18 ,32, true , 3 ,
3 , 18 ,64, true , 3 ,
3 , 19 ,2, true , 3 ,
3 , 19 ,4, true , 3 ,
3 , 19 ,8, true , 3 ,
3 , 19 ,16, true , 3 ,
3 , 19 ,32, true , 3 ,
3 , 19 ,64, true , 3 ,
3 , 20 ,2, true , 3 ,
3 , 20 ,4, true , 3 ,
3 , 20 ,8, true , 3 ,
3 , 20 ,16, true , 3 ,
3 , 20 ,32, true , 3 ,
3 , 20 ,64, true , 3 ,
3 , 21 ,2, true , 3 ,
3 , 21 ,4, true , 3 ,
3 , 21 ,8, true , 3 ,
3 , 21 ,16, true , 3 ,
3 , 21 ,32, true , 3 ,
3 , 21 ,64, true , 3 ,
3 , 22 ,2, true , 3 ,
3 , 22 ,4, true , 3 ,
3 , 22 ,8, true , 3 ,
3 , 22 ,16, true , 3 ,
3 , 22 ,32, true , 3 ,
3 , 22 ,64, true , 3 ,
3 , 23 ,2, true , 3 ,
3 , 23 ,4, true , 3 ,
3 , 23 ,8, true , 3 ,
3 , 23 ,16, true , 3 ,
3 , 23 ,32, true , 3 ,
3 , 23 ,64, true , 3 ,
3 , 24 ,2, true , 3 ,
3 , 24 ,4, true , 3 ,
3 , 24 ,8, true , 3 ,
3 , 24 ,16, true , 3 ,
3 , 24 ,32, true , 3 ,
3 , 24 ,64, true , 3 ,
3 , 25 ,2, true , 3 ,
3 , 25 ,4, true , 3 ,
3 , 25 ,8, true , 3 ,
3 , 25 ,16, true , 3 ,
3 , 25 ,32, true , 3 ,
3 , 25 ,64, true , 3 ,
3 , 26 ,2, true , 3 ,
3 , 26 ,4, true , 3 ,
3 , 26 ,8, true , 3 ,
3 , 26 ,16, true , 3 ,
3 , 26 ,32, true , 3 ,
3 , 26 ,64, true , 3 ,
3 , 27 ,2, true , 3 ,
3 , 27 ,4, true , 3 ,
3 , 27 ,8, true , 3 ,
3 , 27 ,16, true , 3 ,
3 , 27 ,32, true , 3 ,
3 , 27 ,64, true , 3 ,
3 , 28 ,2, true , 3 ,
3 , 28 ,4, true , 3 ,
3 , 28 ,8, true , 3 ,
3 , 28 ,16, true , 3 ,
3 , 28 ,32, true , 3 ,
3 , 28 ,64, true , 3 ,
3 , 29 ,2, true , 3 ,
3 , 29 ,4, true , 3 ,
3 , 29 ,8, true , 3 ,
3 , 29 ,16, true , 3 ,
3 , 29 ,32, true , 3 ,
3 , 29 ,64, true , 3 ,
3 , 30 ,2, true , 3 ,
3 , 30 ,4, true , 3 ,
3 , 30 ,8, true , 3 ,
3 , 30 ,16, true , 3 ,
3 , 30 ,32, true , 3 ,
3 , 30 ,64, true , 3 ,
3 , 31 ,2, true , 3 ,
3 , 31 ,4, true , 3 ,
3 , 31 ,8, true , 3 ,
3 , 31 ,16, true , 3 ,
3 , 31 ,32, true , 3 ,
3 , 31 ,64, true , 3 ,
3 , 32 ,2, true , 3 ,
3 , 32 ,4, true , 3 ,
3 , 32 ,8, true , 3 ,
3 , 32 ,16, true , 3 ,
3 , 32 ,32, true , 3 ,
3 , 32 ,64, true , 3 ,
3 , 33 ,2, true , 3 ,
3 , 33 ,4, true , 3 ,
3 , 33 ,8, true , 3 ,
3 , 33 ,16, true , 3 ,
3 , 33 ,32, true , 3 ,
3 , 33 ,64, true , 3 ,
3 , 34 ,2, true , 3 ,
3 , 34 ,4, true , 3 ,
3 , 34 ,8, true , 3 ,
3 , 34 ,16, true , 3 ,
3 , 34 ,32, true , 3 ,
3 , 34 ,64, true , 3 ,
3 , 35 ,2, true , 3 ,
3 , 35 ,4, true , 3 ,
3 , 35 ,8, true , 3 ,
3 , 35 ,16, true , 3 ,
3 , 35 ,32, true , 3 ,
3 , 35 ,64, true , 3 ,
3 , 36 ,2, true , 3 ,
3 , 36 ,4, true , 3 ,
3 , 36 ,8, true , 3 ,
3 , 36 ,16, true , 3 ,
3 , 36 ,32, true , 3 ,
3 , 36 ,64, true , 3 ,
3 , 37 ,2, true , 3 ,
3 , 37 ,4, true , 3 ,
3 , 37 ,8, true , 3 ,
3 , 37 ,16, true , 3 ,
3 , 37 ,32, true , 3 ,
3 , 37 ,64, true , 3 ,
3 , 38 ,2, true , 3 ,
3 , 38 ,4, true , 3 ,
3 , 38 ,8, true , 3 ,
3 , 38 ,16, true , 3 ,
3 , 38 ,32, true , 3 ,
3 , 38 ,64, true , 3 ,
3 , 39 ,2, true , 3 ,
3 , 39 ,4, true , 3 ,
3 , 39 ,8, true , 3 ,
3 , 39 ,16, true , 3 ,
3 , 39 ,32, true , 3 ,
3 , 39 ,64, true , 3 ,
3 , 40 ,2, true , 3 ,
3 , 40 ,4, true , 3 ,
3 , 40 ,8, true , 3 ,
3 , 40 ,16, true , 3 ,
3 , 40 ,32, true , 3 ,
3 , 40 ,64, true , 3 ,
3 , 41 ,2, true , 3 ,
3 , 41 ,4, true , 3 ,
3 , 41 ,8, true , 3 ,
3 , 41 ,16, true , 3 ,
3 , 41 ,32, true , 3 ,
3 , 41 ,64, true , 3 ,
3 , 42 ,2, true , 3 ,
3 , 42 ,4, true , 3 ,
3 , 42 ,8, true , 3 ,
3 , 42 ,16, true , 3 ,
3 , 42 ,32, true , 3 ,
3 , 42 ,64, true , 3 ,
3 , 43 ,2, true , 3 ,
3 , 43 ,4, true , 3 ,
3 , 43 ,8, true , 3 ,
3 , 43 ,16, true , 3 ,
3 , 43 ,32, true , 3 ,
3 , 43 ,64, true , 3 ,
3 , 44 ,2, true , 3 ,
3 , 44 ,4, true , 3 ,
3 , 44 ,8, true , 3 ,
3 , 44 ,16, true , 3 ,
3 , 44 ,32, true , 3 ,
3 , 44 ,64, true , 3 ,
3 , 45 ,2, true , 3 ,
3 , 45 ,4, true , 3 ,
3 , 45 ,8, true , 3 ,
3 , 45 ,16, true , 3 ,
3 , 45 ,32, true , 3 ,
3 , 45 ,64, true , 3 ,
3 , 46 ,2, true , 3 ,
3 , 46 ,4, true , 3 ,
3 , 46 ,8, true , 3 ,
3 , 46 ,16, true , 3 ,
3 , 46 ,32, true , 3 ,
3 , 46 ,64, true , 3 ,
3 , 47 ,2, true , 3 ,
3 , 47 ,4, true , 3 ,
3 , 47 ,8, true , 3 ,
3 , 47 ,16, true , 3 ,
3 , 47 ,32, true , 3 ,
3 , 47 ,64, true , 3 ,
3 , 48 ,2, true , 3 ,
3 , 48 ,4, true , 3 ,
3 , 48 ,8, true , 3 ,
3 , 48 ,16, true , 3 ,
3 , 48 ,32, true , 3 ,
3 , 48 ,64, true , 3 ,
3 , 49 ,2, true , 3 ,
3 , 49 ,4, true , 3 ,
3 , 49 ,8, true , 3 ,
3 , 49 ,16, true , 3 ,
3 , 49 ,32, true , 3 ,
3 , 49 ,64, true , 3 ,
3 , 50 ,2, true , 3 ,
3 , 50 ,4, true , 3 ,
3 , 50 ,8, true , 3 ,
3 , 50 ,16, true , 3 ,
3 , 50 ,32, true , 3 ,
3 , 50 ,64, true , 3 ,
3 , 51 ,2, true , 3 ,
3 , 51 ,4, true , 3 ,
3 , 51 ,8, true , 3 ,
3 , 51 ,16, true , 3 ,
3 , 51 ,32, true , 3 ,
3 , 51 ,64, true , 3 ,
3 , 52 ,2, true , 3 ,
3 , 52 ,4, true , 3 ,
3 , 52 ,8, true , 3 ,
3 , 52 ,16, true , 3 ,
3 , 52 ,32, true , 3 ,
3 , 52 ,64, true , 3 ,
3 , 53 ,2, true , 3 ,
3 , 53 ,4, true , 3 ,
3 , 53 ,8, true , 3 ,
3 , 53 ,16, true , 3 ,
3 , 53 ,32, true , 3 ,
3 , 53 ,64, true , 3 ,
3 , 54 ,2, true , 3 ,
3 , 54 ,4, true , 3 ,
3 , 54 ,8, true , 3 ,
3 , 54 ,16, true , 3 ,
3 , 54 ,32, true , 3 ,
3 , 54 ,64, true , 3 ,
3 , 55 ,2, true , 3 ,
3 , 55 ,4, true , 3 ,
3 , 55 ,8, true , 3 ,
3 , 55 ,16, true , 3 ,
3 , 55 ,32, true , 3 ,
3 , 55 ,64, true , 3 ,
3 , 56 ,2, true , 3 ,
3 , 56 ,4, true , 3 ,
3 , 56 ,8, true , 3 ,
3 , 56 ,16, true , 3 ,
3 , 56 ,32, true , 3 ,
3 , 56 ,64, true , 3 ,
3 , 57 ,2, true , 3 ,
3 , 57 ,4, true , 3 ,
3 , 57 ,8, true , 3 ,
3 , 57 ,16, true , 3 ,
3 , 57 ,32, true , 3 ,
3 , 57 ,64, true , 3 ,
3 , 58 ,2, true , 3 ,
3 , 58 ,4, true , 3 ,
3 , 58 ,8, true , 3 ,
3 , 58 ,16, true , 3 ,
3 , 58 ,32, true , 3 ,
3 , 58 ,64, true , 3 ,
3 , 59 ,2, true , 3 ,
3 , 59 ,4, true , 3 ,
3 , 59 ,8, true , 3 ,
3 , 59 ,16, true , 3 ,
3 , 59 ,32, true , 3 ,
3 , 59 ,64, true , 3 ,
3 , 60 ,2, true , 3 ,
3 , 60 ,4, true , 3 ,
3 , 60 ,8, true , 3 ,
3 , 60 ,16, true , 3 ,
3 , 60 ,32, true , 3 ,
3 , 60 ,64, true , 3 ,
3 , 61 ,2, true , 3 ,
3 , 61 ,4, true , 3 ,
3 , 61 ,8, true , 3 ,
3 , 61 ,16, true , 3 ,
3 , 61 ,32, true , 3 ,
3 , 61 ,64, true , 3 ,
3 , 62 ,2, true , 3 ,
3 , 62 ,4, true , 3 ,
3 , 62 ,8, true , 3 ,
3 , 62 ,16, true , 3 ,
3 , 62 ,32, true , 3 ,
3 , 62 ,64, true , 3 ,
3 , 63 ,2, true , 3 ,
3 , 63 ,4, true , 3 ,
3 , 63 ,8, true , 3 ,
3 , 63 ,16, true , 3 ,
3 , 63 ,32, true , 3 ,
3 , 63 ,64, true , 3 ,
3 , 64 ,2, true , 3 ,
3 , 64 ,4, true , 3 ,
3 , 64 ,8, true , 3 ,
3 , 64 ,16, true , 3 ,
3 , 64 ,32, true , 3 ,
3 , 64 ,64, true , 3 ,
3 , 1 ,2, false , 3 ,
3 , 1 ,4, false , 3 ,
3 , 1 ,8, false , 3 ,
3 , 1 ,16, false , 3 ,
3 , 1 ,32, false , 3 ,
3 , 1 ,64, false , 3 ,
3 , 2 ,2, false , 3 ,
3 , 2 ,4, false , 3 ,
3 , 2 ,8, false , 3 ,
3 , 2 ,16, false , 3 ,
3 , 2 ,32, false , 3 ,
3 , 2 ,64, false , 3 ,
3 , 3 ,2, false , 3 ,
3 , 3 ,4, false , 3 ,
3 , 3 ,8, false , 3 ,
3 , 3 ,16, false , 3 ,
3 , 3 ,32, false , 3 ,
3 , 3 ,64, false , 3 ,
3 , 4 ,2, false , 3 ,
3 , 4 ,4, false , 3 ,
3 , 4 ,8, false , 3 ,
3 , 4 ,16, false , 3 ,
3 , 4 ,32, false , 3 ,
3 , 4 ,64, false , 3 ,
3 , 5 ,2, false , 3 ,
3 , 5 ,4, false , 3 ,
3 , 5 ,8, false , 3 ,
3 , 5 ,16, false , 3 ,
3 , 5 ,32, false , 3 ,
3 , 5 ,64, false , 3 ,
3 , 6 ,2, false , 3 ,
3 , 6 ,4, false , 3 ,
3 , 6 ,8, false , 3 ,
3 , 6 ,16, false , 3 ,
3 , 6 ,32, false , 3 ,
3 , 6 ,64, false , 3 ,
3 , 7 ,2, false , 3 ,
3 , 7 ,4, false , 3 ,
3 , 7 ,8, false , 3 ,
3 , 7 ,16, false , 3 ,
3 , 7 ,32, false , 3 ,
3 , 7 ,64, false , 3 ,
3 , 8 ,2, false , 3 ,
3 , 8 ,4, false , 3 ,
3 , 8 ,8, false , 3 ,
3 , 8 ,16, false , 3 ,
3 , 8 ,32, false , 3 ,
3 , 8 ,64, false , 3 ,
3 , 9 ,2, false , 3 ,
3 , 9 ,4, false , 3 ,
3 , 9 ,8, false , 3 ,
3 , 9 ,16, false , 3 ,
3 , 9 ,32, false , 3 ,
3 , 9 ,64, false , 3 ,
3 , 10 ,2, false , 3 ,
3 , 10 ,4, false , 3 ,
3 , 10 ,8, false , 3 ,
3 , 10 ,16, false , 3 ,
3 , 10 ,32, false , 3 ,
3 , 10 ,64, false , 3 ,
3 , 11 ,2, false , 3 ,
3 , 11 ,4, false , 3 ,
3 , 11 ,8, false , 3 ,
3 , 11 ,16, false , 3 ,
3 , 11 ,32, false , 3 ,
3 , 11 ,64, false , 3 ,
3 , 12 ,2, false , 3 ,
3 , 12 ,4, false , 3 ,
3 , 12 ,8, false , 3 ,
3 , 12 ,16, false , 3 ,
3 , 12 ,32, false , 3 ,
3 , 12 ,64, false , 3 ,
3 , 13 ,2, false , 3 ,
3 , 13 ,4, false , 3 ,
3 , 13 ,8, false , 3 ,
3 , 13 ,16, false , 3 ,
3 , 13 ,32, false , 3 ,
3 , 13 ,64, false , 3 ,
3 , 14 ,2, false , 3 ,
3 , 14 ,4, false , 3 ,
3 , 14 ,8, false , 3 ,
3 , 14 ,16, false , 3 ,
3 , 14 ,32, false , 3 ,
3 , 14 ,64, false , 3 ,
3 , 15 ,2, false , 3 ,
3 , 15 ,4, false , 3 ,
3 , 15 ,8, false , 3 ,
3 , 15 ,16, false , 3 ,
3 , 15 ,32, false , 3 ,
3 , 15 ,64, false , 3 ,
3 , 16 ,2, false , 3 ,
3 , 16 ,4, false , 3 ,
3 , 16 ,8, false , 3 ,
3 , 16 ,16, false , 3 ,
3 , 16 ,32, false , 3 ,
3 , 16 ,64, false , 3 ,
3 , 17 ,2, false , 3 ,
3 , 17 ,4, false , 3 ,
3 , 17 ,8, false , 3 ,
3 , 17 ,16, false , 3 ,
3 , 17 ,32, false , 3 ,
3 , 17 ,64, false , 3 ,
3 , 18 ,2, false , 3 ,
3 , 18 ,4, false , 3 ,
3 , 18 ,8, false , 3 ,
3 , 18 ,16, false , 3 ,
3 , 18 ,32, false , 3 ,
3 , 18 ,64, false , 3 ,
3 , 19 ,2, false , 3 ,
3 , 19 ,4, false , 3 ,
3 , 19 ,8, false , 3 ,
3 , 19 ,16, false , 3 ,
3 , 19 ,32, false , 3 ,
3 , 19 ,64, false , 3 ,
3 , 20 ,2, false , 3 ,
3 , 20 ,4, false , 3 ,
3 , 20 ,8, false , 3 ,
3 , 20 ,16, false , 3 ,
3 , 20 ,32, false , 3 ,
3 , 20 ,64, false , 3 ,
3 , 21 ,2, false , 3 ,
3 , 21 ,4, false , 3 ,
3 , 21 ,8, false , 3 ,
3 , 21 ,16, false , 3 ,
3 , 21 ,32, false , 3 ,
3 , 21 ,64, false , 3 ,
3 , 22 ,2, false , 3 ,
3 , 22 ,4, false , 3 ,
3 , 22 ,8, false , 3 ,
3 , 22 ,16, false , 3 ,
3 , 22 ,32, false , 3 ,
3 , 22 ,64, false , 3 ,
3 , 23 ,2, false , 3 ,
3 , 23 ,4, false , 3 ,
3 , 23 ,8, false , 3 ,
3 , 23 ,16, false , 3 ,
3 , 23 ,32, false , 3 ,
3 , 23 ,64, false , 3 ,
3 , 24 ,2, false , 3 ,
3 , 24 ,4, false , 3 ,
3 , 24 ,8, false , 3 ,
3 , 24 ,16, false , 3 ,
3 , 24 ,32, false , 3 ,
3 , 24 ,64, false , 3 ,
3 , 25 ,2, false , 3 ,
3 , 25 ,4, false , 3 ,
3 , 25 ,8, false , 3 ,
3 , 25 ,16, false , 3 ,
3 , 25 ,32, false , 3 ,
3 , 25 ,64, false , 3 ,
3 , 26 ,2, false , 3 ,
3 , 26 ,4, false , 3 ,
3 , 26 ,8, false , 3 ,
3 , 26 ,16, false , 3 ,
3 , 26 ,32, false , 3 ,
3 , 26 ,64, false , 3 ,
3 , 27 ,2, false , 3 ,
3 , 27 ,4, false , 3 ,
3 , 27 ,8, false , 3 ,
3 , 27 ,16, false , 3 ,
3 , 27 ,32, false , 3 ,
3 , 27 ,64, false , 3 ,
3 , 28 ,2, false , 3 ,
3 , 28 ,4, false , 3 ,
3 , 28 ,8, false , 3 ,
3 , 28 ,16, false , 3 ,
3 , 28 ,32, false , 3 ,
3 , 28 ,64, false , 3 ,
3 , 29 ,2, false , 3 ,
3 , 29 ,4, false , 3 ,
3 , 29 ,8, false , 3 ,
3 , 29 ,16, false , 3 ,
3 , 29 ,32, false , 3 ,
3 , 29 ,64, false , 3 ,
3 , 30 ,2, false , 3 ,
3 , 30 ,4, false , 3 ,
3 , 30 ,8, false , 3 ,
3 , 30 ,16, false , 3 ,
3 , 30 ,32, false , 3 ,
3 , 30 ,64, false , 3 ,
3 , 31 ,2, false , 3 ,
3 , 31 ,4, false , 3 ,
3 , 31 ,8, false , 3 ,
3 , 31 ,16, false , 3 ,
3 , 31 ,32, false , 3 ,
3 , 31 ,64, false , 3 ,
3 , 32 ,2, false , 3 ,
3 , 32 ,4, false , 3 ,
3 , 32 ,8, false , 3 ,
3 , 32 ,16, false , 3 ,
3 , 32 ,32, false , 3 ,
3 , 32 ,64, false , 3 ,
3 , 33 ,2, false , 3 ,
3 , 33 ,4, false , 3 ,
3 , 33 ,8, false , 3 ,
3 , 33 ,16, false , 3 ,
3 , 33 ,32, false , 3 ,
3 , 33 ,64, false , 3 ,
3 , 34 ,2, false , 3 ,
3 , 34 ,4, false , 3 ,
3 , 34 ,8, false , 3 ,
3 , 34 ,16, false , 3 ,
3 , 34 ,32, false , 3 ,
3 , 34 ,64, false , 3 ,
3 , 35 ,2, false , 3 ,
3 , 35 ,4, false , 3 ,
3 , 35 ,8, false , 3 ,
3 , 35 ,16, false , 3 ,
3 , 35 ,32, false , 3 ,
3 , 35 ,64, false , 3 ,
3 , 36 ,2, false , 3 ,
3 , 36 ,4, false , 3 ,
3 , 36 ,8, false , 3 ,
3 , 36 ,16, false , 3 ,
3 , 36 ,32, false , 3 ,
3 , 36 ,64, false , 3 ,
3 , 37 ,2, false , 3 ,
3 , 37 ,4, false , 3 ,
3 , 37 ,8, false , 3 ,
3 , 37 ,16, false , 3 ,
3 , 37 ,32, false , 3 ,
3 , 37 ,64, false , 3 ,
3 , 38 ,2, false , 3 ,
3 , 38 ,4, false , 3 ,
3 , 38 ,8, false , 3 ,
3 , 38 ,16, false , 3 ,
3 , 38 ,32, false , 3 ,
3 , 38 ,64, false , 3 ,
3 , 39 ,2, false , 3 ,
3 , 39 ,4, false , 3 ,
3 , 39 ,8, false , 3 ,
3 , 39 ,16, false , 3 ,
3 , 39 ,32, false , 3 ,
3 , 39 ,64, false , 3 ,
3 , 40 ,2, false , 3 ,
3 , 40 ,4, false , 3 ,
3 , 40 ,8, false , 3 ,
3 , 40 ,16, false , 3 ,
3 , 40 ,32, false , 3 ,
3 , 40 ,64, false , 3 ,
3 , 41 ,2, false , 3 ,
3 , 41 ,4, false , 3 ,
3 , 41 ,8, false , 3 ,
3 , 41 ,16, false , 3 ,
3 , 41 ,32, false , 3 ,
3 , 41 ,64, false , 3 ,
3 , 42 ,2, false , 3 ,
3 , 42 ,4, false , 3 ,
3 , 42 ,8, false , 3 ,
3 , 42 ,16, false , 3 ,
3 , 42 ,32, false , 3 ,
3 , 42 ,64, false , 3 ,
3 , 43 ,2, false , 3 ,
3 , 43 ,4, false , 3 ,
3 , 43 ,8, false , 3 ,
3 , 43 ,16, false , 3 ,
3 , 43 ,32, false , 3 ,
3 , 43 ,64, false , 3 ,
3 , 44 ,2, false , 3 ,
3 , 44 ,4, false , 3 ,
3 , 44 ,8, false , 3 ,
3 , 44 ,16, false , 3 ,
3 , 44 ,32, false , 3 ,
3 , 44 ,64, false , 3 ,
3 , 45 ,2, false , 3 ,
3 , 45 ,4, false , 3 ,
3 , 45 ,8, false , 3 ,
3 , 45 ,16, false , 3 ,
3 , 45 ,32, false , 3 ,
3 , 45 ,64, false , 3 ,
